Produto;Modalidade de acesso;Tipo;CapEx acesso;Velocidade;Tipo de velocidade;Prontidão do Acesso PtP;Tabela regional;12 meses;24 meses;36 meses;48 meses;60 meses
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;2;Intraestadual;On-net;09. SC/ES-Interior;R$ 823,47;R$ 548,53;R$ 450,66;R$ 386,89;R$ 342,07
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;2;Intraestadual;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 799,02;R$ 525,26;R$ 428,51;R$ 366,85;R$ 324,01
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;2;Intraestadual;On-net;11. PR/MG/RS-Interior;R$ 833,66;R$ 558,22;R$ 459,90;R$ 395,25;R$ 349,60
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;2;Intraestadual;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 799,02;R$ 525,26;R$ 428,51;R$ 366,85;R$ 324,01
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;2;Intraestadual;On-net;13. RJ-Metro;R$ 884,79;R$ 606,87;R$ 506,22;R$ 437,15;R$ 387,37
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;2;Intraestadual;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 824,18;R$ 549,20;R$ 451,31;R$ 387,48;R$ 342,59
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;2;Intraestadual;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 791,08;R$ 517,70;R$ 421,31;R$ 360,34;R$ 318,13
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;2;Intraestadual;On-net;16. MT/PA/MA - zona de interesse;R$ 824,18;R$ 549,20;R$ 451,31;R$ 387,48;R$ 342,59
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.991,23;R$ 1.223,60;R$ 960,54;R$ 809,53;R$ 710,66
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;02. MG-Capital;R$ 2.171,78;R$ 1.329,74;R$ 1.041,60;R$ 877,04;R$ 769,65
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 2.001,64;R$ 1.233,51;R$ 969,98;R$ 818,07;R$ 718,36
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 1.628,93;R$ 1.030,21;R$ 822,53;R$ 698,09;R$ 614,50
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 2.063,70;R$ 1.267,36;R$ 994,53;R$ 838,04;R$ 735,65
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 2.161,37;R$ 1.319,83;R$ 1.032,16;R$ 868,51;R$ 761,96
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 2.171,78;R$ 1.329,74;R$ 1.041,60;R$ 877,04;R$ 769,65
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 2.217,10;R$ 1.351,03;R$ 1.055,21;R$ 887,42;R$ 778,39
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 2.376,82;R$ 1.437,35;R$ 1.117,40;R$ 937,86;R$ 822,00
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 2.279,16;R$ 1.384,88;R$ 1.079,76;R$ 907,40;R$ 795,69
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 2.387,24;R$ 1.447,26;R$ 1.126,83;R$ 946,40;R$ 829,69
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 2.373,91;R$ 1.475,04;R$ 1.165,62;R$ 985,08;R$ 865,70
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 2.217,10;R$ 1.351,03;R$ 1.055,21;R$ 887,42;R$ 778,39
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 2.382,76;R$ 1.443,00;R$ 1.122,78;R$ 942,73;R$ 826,38
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 2.279,16;R$ 1.384,88;R$ 1.079,76;R$ 907,40;R$ 795,69
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 2.283,13;R$ 1.388,66;R$ 1.083,36;R$ 910,66;R$ 798,62
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;01. SP-Capital;R$ 701,88;R$ 520,32;R$ 450,47;R$ 394,48;R$ 351,39
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;02. MG-Capital;R$ 720,74;R$ 538,27;R$ 467,56;R$ 409,94;R$ 365,32
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;03. RJ-Capital;R$ 712,29;R$ 530,23;R$ 459,90;R$ 403,01;R$ 359,08
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;04. Nordeste-Capital (exceto MA);R$ 712,29;R$ 530,23;R$ 459,90;R$ 403,01;R$ 359,08
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;05. DF/GO/SC-Capital;R$ 712,29;R$ 530,23;R$ 459,90;R$ 403,01;R$ 359,08
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;06. PR/ES-Capital;R$ 710,33;R$ 528,36;R$ 458,13;R$ 401,41;R$ 357,63
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 720,74;R$ 538,27;R$ 467,56;R$ 409,94;R$ 365,32
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;08. SP/RJ-Interior;R$ 927,75;R$ 647,75;R$ 545,14;R$ 472,37;R$ 419,12
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;09. SC/ES-Interior;R$ 925,79;R$ 645,88;R$ 543,36;R$ 470,76;R$ 417,67
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 927,75;R$ 647,75;R$ 545,14;R$ 472,37;R$ 419,12
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;11. PR/MG/RS-Interior;R$ 936,20;R$ 655,79;R$ 552,80;R$ 479,30;R$ 425,36
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.022,51;R$ 737,91;R$ 630,99;R$ 550,05;R$ 489,13
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;13. RJ-Metro;R$ 927,75;R$ 647,75;R$ 545,14;R$ 472,37;R$ 419,12
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 931,72;R$ 651,53;R$ 548,74;R$ 475,63;R$ 422,05
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 927,75;R$ 647,75;R$ 545,14;R$ 472,37;R$ 419,12
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Interestadual;On-net;16. MT/PA/MA - zona de interesse;R$ 931,72;R$ 651,53;R$ 548,74;R$ 475,63;R$ 422,05
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.859,45;R$ 1.098,21;R$ 841,15;R$ 701,51;R$ 613,30
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;02. MG-Capital;R$ 2.029,64;R$ 1.194,49;R$ 912,81;R$ 760,52;R$ 664,63
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.954,71;R$ 1.188,85;R$ 927,46;R$ 779,60;R$ 683,68
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 1.492,56;R$ 900,45;R$ 698,97;R$ 586,30;R$ 513,74
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.956,17;R$ 1.165,04;R$ 897,10;R$ 749,90;R$ 656,20
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 2.061,61;R$ 1.224,92;R$ 941,79;R$ 786,74;R$ 688,26
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 2.026,96;R$ 1.191,94;R$ 910,39;R$ 758,33;R$ 662,65
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 2.205,95;R$ 1.340,42;R$ 1.045,11;R$ 878,28;R$ 770,16
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 2.286,65;R$ 1.351,55;R$ 1.035,70;R$ 863,95;R$ 755,37
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 2.173,16;R$ 1.284,03;R$ 983,73;R$ 820,51;R$ 717,37
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 2.307,27;R$ 1.371,17;R$ 1.054,38;R$ 880,84;R$ 770,60
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 2.173,16;R$ 1.284,03;R$ 983,73;R$ 820,51;R$ 717,37
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 2.186,99;R$ 1.322,38;R$ 1.027,93;R$ 862,74;R$ 756,15
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 2.288,18;R$ 1.353,01;R$ 1.037,09;R$ 865,20;R$ 756,50
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 2.157,06;R$ 1.268,71;R$ 969,14;R$ 807,32;R$ 705,48
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 2.188,55;R$ 1.298,67;R$ 997,67;R$ 833,13;R$ 728,74
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;01. SP-Capital;R$ 570,10;R$ 394,93;R$ 331,08;R$ 286,46;R$ 254,02
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;02. MG-Capital;R$ 578,60;R$ 403,02;R$ 338,78;R$ 293,42;R$ 260,30
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;03. RJ-Capital;R$ 665,36;R$ 485,57;R$ 417,39;R$ 364,55;R$ 324,41
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;04. Nordeste-Capital (exceto MA);R$ 575,92;R$ 400,47;R$ 336,35;R$ 291,23;R$ 258,32
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;05. DF/GO/SC-Capital;R$ 604,76;R$ 427,91;R$ 362,48;R$ 314,87;R$ 279,63
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;06. PR/ES-Capital;R$ 610,58;R$ 433,44;R$ 367,75;R$ 319,64;R$ 283,93
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 575,92;R$ 400,47;R$ 336,35;R$ 291,23;R$ 258,32
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;08. SP/RJ-Interior;R$ 916,60;R$ 637,14;R$ 535,04;R$ 463,23;R$ 410,88
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;09. SC/ES-Interior;R$ 835,61;R$ 560,08;R$ 461,66;R$ 396,85;R$ 351,04
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 821,76;R$ 546,89;R$ 449,11;R$ 385,49;R$ 340,80
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;11. PR/MG/RS-Interior;R$ 856,23;R$ 579,69;R$ 480,34;R$ 413,74;R$ 366,27
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 821,76;R$ 546,89;R$ 449,11;R$ 385,49;R$ 340,80
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;13. RJ-Metro;R$ 897,64;R$ 619,10;R$ 517,86;R$ 447,69;R$ 396,87
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 837,14;R$ 561,53;R$ 463,05;R$ 398,10;R$ 352,17
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 805,66;R$ 531,57;R$ 434,52;R$ 372,29;R$ 328,91
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;4;Intraestadual;On-net;16. MT/PA/MA - zona de interesse;R$ 837,14;R$ 561,53;R$ 463,05;R$ 398,10;R$ 352,17
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;01. SP-Capital;R$ 2.027,48;R$ 1.258,10;R$ 993,39;R$ 839,25;R$ 737,45
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;02. MG-Capital;R$ 2.213,24;R$ 1.369,19;R$ 1.079,16;R$ 911,03;R$ 800,29
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 2.043,10;R$ 1.272,96;R$ 1.007,54;R$ 852,05;R$ 748,99
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 1.670,39;R$ 1.069,66;R$ 860,10;R$ 732,07;R$ 645,14
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 2.105,16;R$ 1.306,81;R$ 1.032,09;R$ 872,03;R$ 766,29
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 2.197,62;R$ 1.354,33;R$ 1.065,01;R$ 898,23;R$ 788,75
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 2.213,24;R$ 1.369,19;R$ 1.079,16;R$ 911,03;R$ 800,29
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 2.258,56;R$ 1.390,48;R$ 1.092,78;R$ 921,41;R$ 809,03
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 2.413,08;R$ 1.471,85;R$ 1.150,25;R$ 967,58;R$ 848,79
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 2.320,62;R$ 1.424,33;R$ 1.117,33;R$ 941,39;R$ 826,32
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 2.428,70;R$ 1.486,72;R$ 1.164,40;R$ 980,39;R$ 860,33
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 2.415,38;R$ 1.514,50;R$ 1.203,18;R$ 1.019,06;R$ 896,34
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 2.258,56;R$ 1.390,48;R$ 1.092,78;R$ 921,41;R$ 809,03
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 2.424,22;R$ 1.482,45;R$ 1.160,34;R$ 976,72;R$ 857,02
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 2.320,62;R$ 1.424,33;R$ 1.117,33;R$ 941,39;R$ 826,32
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 2.324,59;R$ 1.428,11;R$ 1.120,93;R$ 944,64;R$ 829,26
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;01. SP-Capital;R$ 738,13;R$ 554,82;R$ 483,32;R$ 424,20;R$ 378,17
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;02. MG-Capital;R$ 762,20;R$ 577,72;R$ 505,13;R$ 443,93;R$ 395,96
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;03. RJ-Capital;R$ 753,75;R$ 569,68;R$ 497,47;R$ 437,00;R$ 389,72
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;04. Nordeste-Capital (exceto MA);R$ 753,75;R$ 569,68;R$ 497,47;R$ 437,00;R$ 389,72
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;05. DF/GO/SC-Capital;R$ 753,75;R$ 569,68;R$ 497,47;R$ 437,00;R$ 389,72
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;06. PR/ES-Capital;R$ 746,58;R$ 562,86;R$ 490,98;R$ 431,13;R$ 384,42
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 762,20;R$ 577,72;R$ 505,13;R$ 443,93;R$ 395,96
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;08. SP/RJ-Interior;R$ 969,21;R$ 687,20;R$ 582,71;R$ 506,36;R$ 449,75
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;09. SC/ES-Interior;R$ 962,04;R$ 680,38;R$ 576,21;R$ 500,48;R$ 444,46
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 969,21;R$ 687,20;R$ 582,71;R$ 506,36;R$ 449,75
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;11. PR/MG/RS-Interior;R$ 977,66;R$ 695,24;R$ 590,36;R$ 513,29;R$ 456,00
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 1.063,97;R$ 777,36;R$ 668,56;R$ 584,04;R$ 519,77
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;13. RJ-Metro;R$ 969,21;R$ 687,20;R$ 582,71;R$ 506,36;R$ 449,75
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;14. SC/ES/PR/MG - zona de interesse;R$ 973,18;R$ 690,98;R$ 586,31;R$ 509,62;R$ 452,69
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;15. Nordeste (exceto MA) - zona de interesse;R$ 969,21;R$ 687,20;R$ 582,71;R$ 506,36;R$ 449,75
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Interestadual;On-net;16. MT/PA/MA - zona de interesse;R$ 973,18;R$ 690,98;R$ 586,31;R$ 509,62;R$ 452,69
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;01. SP-Capital;R$ 1.863,90;R$ 1.102,44;R$ 845,18;R$ 705,15;R$ 616,58
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;02. MG-Capital;R$ 2.034,08;R$ 1.198,72;R$ 916,84;R$ 764,17;R$ 667,91
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;03. RJ-Capital;R$ 1.959,16;R$ 1.193,08;R$ 931,49;R$ 783,24;R$ 686,97
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;04. Nordeste-Capital (exceto MA);R$ 1.499,91;R$ 907,44;R$ 705,64;R$ 592,33;R$ 519,17
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;05. DF/GO/SC-Capital;R$ 1.960,61;R$ 1.169,27;R$ 901,13;R$ 753,54;R$ 659,48
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;06. PR/ES-Capital;R$ 2.068,97;R$ 1.231,91;R$ 948,45;R$ 792,76;R$ 693,69
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;07. AM/PA/MA/MS/MT/RO/TO/RS - Capital;R$ 2.034,31;R$ 1.198,94;R$ 917,05;R$ 764,35;R$ 668,08
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;08. SP/RJ-Interior;R$ 2.228,59;R$ 1.361,97;R$ 1.065,63;R$ 896,85;R$ 786,89
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;09. SC/ES-Interior;R$ 2.298,79;R$ 1.363,11;R$ 1.046,70;R$ 873,90;R$ 764,34
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;10. Nordeste-Interior (exceto MA) e GO/MS/TO interior;R$ 2.195,90;R$ 1.305,65;R$ 1.004,33;R$ 839,15;R$ 734,17
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;11. PR/MG/RS-Interior;R$ 2.330,00;R$ 1.392,80;R$ 1.074,97;R$ 899,48;R$ 787,40
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;12. AM/MA/PA/MT/RO-Interior e AC/AP/RR;R$ 2.195,90;R$ 1.305,65;R$ 1.004,33;R$ 839,15;R$ 734,17
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;13. RJ-Metro;R$ 2.199,98;R$ 1.334,74;R$ 1.039,71;R$ 873,39;R$ 765,75
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;14. SC/ES/PR/MG - zona de interesse;R$ 2.301,22;R$ 1.365,42;R$ 1.048,90;R$ 875,89;R$ 766,14
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;15. Nordeste (exceto MA) - zona de interesse;R$ 2.171,64;R$ 1.282,58;R$ 982,35;R$ 819,27;R$ 716,25
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;Construção de rede de acesso até 1km;16. MT/PA/MA - zona de interesse;R$ 2.201,59;R$ 1.311,07;R$ 1.009,49;R$ 843,82;R$ 738,37
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;On-net;01. SP-Capital;R$ 574,55;R$ 399,16;R$ 335,11;R$ 290,10;R$ 257,31
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;On-net;02. MG-Capital;R$ 583,04;R$ 407,24;R$ 342,80;R$ 297,07;R$ 263,58
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;On-net;03. RJ-Capital;R$ 669,81;R$ 489,80;R$ 421,41;R$ 368,19;R$ 327,69
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;On-net;04. Nordeste-Capital (exceto MA);R$ 583,27;R$ 407,46;R$ 343,01;R$ 297,25;R$ 263,75
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;On-net;05. DF/GO/SC-Capital;R$ 609,20;R$ 432,14;R$ 366,50;R$ 318,51;R$ 282,91
P2P Digital Link;Ponto a ponto;Acesso+porta;Com PMT;6;Intraestadual;On-net;06. PR/ES-Capital;R$ 617,93;R$ 440,44;R$ 374,41;R$ 325,66;R$ 289,36
